IPAddress,RowId,Description,Tagname,RTUNumber,RawType,Location,Hkey,Signaltype,Equipment
420224,33558250,JurongPS-LTPump3-Trip,S422-LTPUMP3-FAULT,422,3,JurongPS,42022433558250,Digital,Pump
420224,33558251,JurongPS-Surge-Vessel-level-Status,S422-SURGEV-STATUS,422,3,JurongPS,42022433558251,Digital,LevelSensor
420224,33558252,JurongPS-BANDSCR-Manual-Mode,S422-BANDSCREEN-MAN-MODE,422,3,JurongPS,42022433558252,Digital,Others
420224,33558254,JurongPS-BANDSCR-Fault,S422-BANDSCREEN-FAULT,422,3,JurongPS,42022433558254,Digital,Others
420224,33558255,JurongPS-Bandscreen-Cmd,S422-BANDSCREEN-CMD,422,-1,JurongPS,42022433558255,Digital,Others
420224,33558256,JurongPS-BANDSCR-Off,S422-BANDSCREEN-OFF,422,3,JurongPS,42022433558256,Digital,Others
420224,33558257,KranjiIPU(CNF)-ValveOpen-STS,S422-IPU-ValveOpen-STS,4221,3,KranjiIPU(CNF),42022433558257,Digital,Valve
420224,33558258,KranjiIPU(CNF)-ValveClose-STS,S422-IPU-ValveClose-STS,4221,3,KranjiIPU(CNF),42022433558258,Digital,Valve
420224,33558259,KranjiIPU(CNF)-ValveFault-STS,S422-IPU-ValveFault-STS,4221,3,KranjiIPU(CNF),42022433558259,Digital,Valve
420224,33558260,KranjiIPU(CNF)-Actuator-pwr-Trip,S422-IPU-Actuator-pwr-Trip,4221,3,KranjiIPU(CNF),42022433558260,Digital,Others
420224,33558261,KranjiIPU(CNF)-Actuator-Not-Available,S422-IPU-Actuator-Not-Available,4221,3,KranjiIPU(CNF),42022433558261,Digital,Others
420224,33558262,KranjiIPU(CNF)-LCP-Control,S422-IPU-LCP-Control,4221,3,KranjiIPU(CNF),42022433558262,Digital,Others
420224,33558263,KranjiIPU(CNF)-SCADA-Control,S422-IPU-SCADA-Control,4221,3,KranjiIPU(CNF),42022433558263,Digital,Others
420224,33558264,JurongPS-RTU-PSU2-AC,S422-RTU-PSU2-AC,422,3,JurongPS,42022433558264,Digital,Others
420224,33558267,JurongPS-SWBRD Heat Detector,S422-SWBRD-HEAT-DETECTION,422,3,JurongPS,42022433558267,Digital,Others
420224,33558268,JurongPS-Smoke-Detection,S422-SMOKE-DETECT,422,3,JurongPS,42022433558268,Digital,Others
420224,33558269,JurongPS-SWBRD-Temperature,S422-SWBRD-TEMP,422,3,JurongPS,42022433558269,Digital,Others
420224,33558270,JurongPS-SWBRD-Battery,S422-SWITCH-GEAR-BATTERY,422,3,JurongPS,42022433558270,Digital,Others
420224,33558271,JurongPS-Generator Status,S422-GENERATOR_STATUS,422,3,JurongPS,42022433558271,Digital,Others
420224,33558272,JurongPS-Generator-Trip,S422-GENERATOR-TRIP,422,3,JurongPS,42022433558272,Digital,Others
420224,33558273,JurongPS-PowerGrid,S422-POWERGRID,422,3,JurongPS,42022433558273,Digital,Others
420224,33558274,JurongPS-BusBar,S422-BUS-BAR,422,3,JurongPS,42022433558274,Digital,Others
420224,33558275,KranjiIPU(CNF)-Duty-SumpPump-Status,S422-Duty-SumpPump-Status,4221,3,KranjiIPU(CNF),42022433558275,Digital,Pump
420224,33558276,KranjiIPU(CNF)-Duty-SumpPump-Trip,S422-Duty-SumpPump-Trip,4221,3,KranjiIPU(CNF),42022433558276,Digital,Pump
420224,33558277,KranjiIPU(CNF)-StandBy-SumpPump-Status,S422-StandBy-SumpPump-Status,4221,3,KranjiIPU(CNF),42022433558277,Digital,Pump
420224,33558278,KranjiIPU(CNF)-StandBy-SumpPump-Trip,S422-StandBy-SumpPump-Trip,4221,3,KranjiIPU(CNF),42022433558278,Digital,Pump
420224,33558279,KranjiIPU(CNF)-FloatSwitch-1-Status,S422-FloatSwitch-1-Status,4221,3,KranjiIPU(CNF),42022433558279,Digital,Others
420224,33558280,KranjiIPU(CNF)-FloatSwitch-2-Status,S422-FloatSwitch-2-Status,4221,3,KranjiIPU(CNF),42022433558280,Digital,Others
420224,33558281,KranjiIPU(CNF)-FloatSwitch-3-Status,S422-FloatSwitch-3-Status,4221,3,KranjiIPU(CNF),42022433558281,Digital,Others
420096,33559116,Kranji2PS-CPU-AC,S420-CPU-AC,420,3,Kranji2PS,42009633559116,Digital,Others
420096,33559117,Kranji2PS-CPU-Battery,S420-CPU-BATTERY,420,3,Kranji2PS,42009633559117,Digital,Others
420096,33559119,Kranji2PS-P1-Motor-Winding-Temp-High,S420-P1-MOTOR-WINDING-TEMP-HIGH,420,3,Kranji2PS,42009633559119,Digital,Others
420096,33559121,Kranji2PS-P1-Pump-Bearing-Temp-High,S420-P1-PUMP-BEARING-TEMP-HIG,420,3,Kranji2PS,42009633559121,Digital,Pump
420096,33559122,Kranji2PS-P1-Motor-Bearing-Temp-High,S420-P1-MOTOR-BEARING-TEMP-HIG,420,3,Kranji2PS,42009633559122,Digital,Others
420096,33559126,Kranji2PS-P1-Motor-Excessive-Vibration,S420-P1-MOTOR-EXCESSIVE-VIBRATI,420,3,Kranji2PS,42009633559126,Digital,Others
420096,33559127,Kranji2PS-P1-Pump-Sump-Level-Low,S420-P1-PUMPSUMP-LEVEL-LOW,420,3,Kranji2PS,42009633559127,Digital,Pump
420096,33559128,Kranji2PS-TELE-Panel-AC-Fault,S420-TELE-Panel-AC-Fault,420,3,Kranji2PS,42009633559128,Digital,Others
420096,33559129,Kranji2PS-HT-PUMP2-CMD,S420-PUMP2-CMD,420,-1,Kranji2PS,42009633559129,Digital,Pump
420096,33559130,Kranji2PS-TELE-Panel-DC-Low,S420-TELE-Panel-DC-Low,420,3,Kranji2PS,42009633559130,Digital,Others
420096,33559131,Kranji2PS-P1-Surge-Vessel-Level-Low-Low,S420-P1-SURGE-VESSEL-LEVEL-LOLO,420,3,Kranji2PS,42009633559131,Digital,LevelSensor
420096,33559132,Kranji2PS-P1-Surge-Vessel-Level-High-High,S420-P1-SURGE-VESSEL-LEVEL-HIHI,420,3,Kranji2PS,42009633559132,Digital,LevelSensor
420096,33559133,Kranji2PS-Air-Compressor1-Mode,S420-Air-Compressor1-MODE,420,3,Kranji2PS,42009633559133,Digital,Others
420096,33559134,Kranji2PS-Surge-Vessel-Fault,S420-SURGE-VESSEL-FAULT,420,3,Kranji2PS,42009633559134,Digital,Others
420096,33559135,Kranji2PS-Air-Compressor1-Fault,S420-Air-Compressor1-Fault,420,3,Kranji2PS,42009633559135,Digital,Others
420096,33559136,Kranji2PS-Air-Compressor1-Status,S420-Air-Compressor1-STATUS,420,3,Kranji2PS,42009633559136,Digital,Others
420096,33559137,Kranji2PS-Bandscreen-Fault,S420-BANDSCREEN-FAULT,420,3,Kranji2PS,42009633559137,Digital,Others
420096,33559138,Kranji2PS-BandScreen-Command,S420-BANDSCREEN-CMD,420,-1,Kranji2PS,42009633559138,Digital,Others
420096,33559139,Kranji2PS-BANDSCREEN-MODE,S420-BANDSCREEN-MODE,420,3,Kranji2PS,42009633559139,Digital,Others
420096,33559140,Kranji2PS-Air-Compressor2-Status,S420-Air-Compressor2-STATUS,420,3,Kranji2PS,42009633559140,Digital,Others
420096,33559141,Kranji2PS-MCC-1-TEMP-Status,S420-MCC-1-TEMP-Status,420,3,Kranji2PS,42009633559141,Digital,Others
420096,33559142,Kranji2PS-MCC-2-TEMP-Status,S420-MCC-2-TEMP-Status,420,3,Kranji2PS,42009633559142,Digital,Others
420096,33559143,Kranji2PS-Air-Compressor1-Temp-Status,S420-Air-Compressor1-TEMP-Stat,420,3,Kranji2PS,42009633559143,Digital,Others
420096,33559144,Kranji2PS-Air-Compressor2-Temp-Status,S420-Air-Compressor2-TEMP-Stat,420,3,Kranji2PS,42009633559144,Digital,Others
420096,33559146,Kranji2PS-RTU-PSU1-AC,S420-RTU-PSU1-AC,420,3,Kranji2PS,42009633559146,Digital,Others
420096,33559147,Kranji2PS-RTU-PSU2-AC,S420-RTU-PSU2-AC,420,3,Kranji2PS,42009633559147,Digital,Others
420096,33559148,Kranji2PS-RTU-Battery,S420-Battery-Low,420,3,Kranji2PS,42009633559148,Digital,Others
420096,33559150,Kranji2PS-SWBRD-Heat-Detection,S420-SW-BRD-HEAT-DETECTION,420,3,Kranji2PS,42009633559150,Digital,Others
420096,33559152,Kranji2PS-SWBRD-Temp-High,S420-SWBRD-TEMP_HI,420,3,Kranji2PS,42009633559152,Digital,Others
420096,33559153,Kranji2PS-Switch-Gear-Battery,S420-SWITCH-GEAR-BATTERY,420,3,Kranji2PS,42009633559153,Digital,Others
420096,33559154,Kranji2PS-Generator-Status,S420-GENERATOR_STATUS,420,3,Kranji2PS,42009633559154,Digital,Others
420096,33559155,Kranji2PS-Generator-Trip,S420-GENERATOR-TRIP,420,3,Kranji2PS,42009633559155,Digital,Others
420096,33559156,Kranji2PS-Powergrid,S420-POWERGRID,420,3,Kranji2PS,42009633559156,Digital,Others
420096,33559157,Kranji2PS-P2-Delivery-Pressure-High,S420-P2-DELIVERY-PRESSURE-HIGH,420,3,Kranji2PS,42009633559157,Digital,Others
420096,33559158,Kranji2PS-P2-Pump-Sump-Level-Low,S420-P2-PUMPSUMP-LEVEL-LOW,420,3,Kranji2PS,42009633559158,Digital,Pump
420096,33559159,Kranji2PS-P2-Surge-Vessel-level-Low-Low,S420-P2-SURGE-VESSEL-LEVEL-LOLO,420,3,Kranji2PS,42009633559159,Digital,LevelSensor
420096,33559160,Kranji2PS-P2-Surge-Vessel-level-High-High,S420-P2-SURGE-VESSEL-LEVEL-HIHI,420,3,Kranji2PS,42009633559160,Digital,LevelSensor
421568,33559327,SarimbunPS-CPU-AC,S443-CPU-AC,443,3,SarimbunPS,42156833559327,Digital,Others
421568,33559328,SarimbunPS-CPU-Battery,S443-CPU-BATTERY,443,3,SarimbunPS,42156833559328,Digital,Others
421568,33559329,SarimbunPS-P1-Mot-NDE-Vibration,S443-P1-MOT-NDE-VIBRATION,443,3,SarimbunPS,42156833559329,Digital,Others
421568,33559331,SarimbunPS-P1-DE-Vibration,S443-P1-DE-VIBRATION,443,3,SarimbunPS,42156833559331,Digital,Others
421568,33559332,SarimbunPS-P1-VMS,S443-P1-VMS,443,3,SarimbunPS,42156833559332,Digital,Others
421568,33559333,SarimbunPS-P1-MCSA,S443-P1-MCSA,443,3,SarimbunPS,42156833559333,Digital,Others
421568,33559334,SarimbunPS-LT1-Mains-Supply,S443-LT1-MAINS-SUPPLY,443,3,SarimbunPS,42156833559334,Digital,Others
421568,33559335,SarimbunPS-LT2-Mains-Supply,S443-LT2-MAINS-SUPPLY,443,3,SarimbunPS,42156833559335,Digital,Others
421568,33559336,SarimbunPS-LTPump1-Cmd,S443-LTPUMP1-CMD,443,-1,SarimbunPS,42156833559336,Digital,Pump
-1,33559337,SarimbunPS-LTPump1-Mode,S443-LTPUMP1-MODE,2047,-1,SarimbunPS,-133559337,Digital,Pump
-1,33559338,SarimbunPS-LTPump2-Mode,S443-LTPUMP2-MODE,2047,-1,SarimbunPS,-133559338,Digital,Pump
421568,33559340,SarimbunPS-LTPump2-Cmd,S443-LTPUMP2-CMD,443,-1,SarimbunPS,42156833559340,Digital,Pump
421568,33559342,SarimbunPS-Pump1-Trip,S443-PUMP1-FAULT,443,3,SarimbunPS,42156833559342,Digital,Pump
421568,33559343,SarimbunPS-Pump2-Trip,S443-PUMP2-FAULT,443,3,SarimbunPS,42156833559343,Digital,Pump
421568,33559345,SarimbunPS-Surge-Vessel,S443-SURGE-VESSEL,443,3,SarimbunPS,42156833559345,Digital,Others
421568,33559348,SarimbunPS-Bandscreen-Fault,S443-BANDSCREEN-FAULT,443,3,SarimbunPS,42156833559348,Digital,Others
421568,33559349,SarimbunPS-Bandscreen-Cmd,S443-BANDSCREEN-CMD,443,-1,SarimbunPS,42156833559349,Digital,Others
421568,33559350,SarimbunPS-Bandscreen-Mode,S443-BANDSCREEN-MODE,443,3,SarimbunPS,42156833559350,Digital,Others
421568,33559352,SarimbunPS-Hotspot-Temp-MS,S443-Hotspot-Temp-MS,443,3,SarimbunPS,42156833559352,Digital,Others
421568,33559358,SarimbunPS-RTU-PSU2-AC,S443-RTU-PSU2-AC,443,3,SarimbunPS,42156833559358,Digital,Others
421568,33559361,SarimbunPS-SWBRD Heat Detector,S443-SWBRD-HEAT-DETECTION,443,3,SarimbunPS,42156833559361,Digital,Others
421568,33559362,SarimbunPS-Smoke-Detect,S443-SMOKE-DETECT,443,3,SarimbunPS,42156833559362,Digital,Others
421568,33559363,SarimbunPS-Swbrd-Temp-Hi,S443-SWBRD-TEMP-HI,443,3,SarimbunPS,42156833559363,Digital,Others
421568,33559364,SarimbunPS-Switch-Gear-Battery,S443-SWITCH-GEAR-BATTERY,443,3,SarimbunPS,42156833559364,Digital,Others
421568,33559365,SarimbunPS-Generator,S443-GENERATOR,443,3,SarimbunPS,42156833559365,Digital,Others
421568,33559366,SarimbunPS-Generator-Trip,S443-GENERATOR-TRIP,443,3,SarimbunPS,42156833559366,Digital,Others
421568,33559367,SarimbunPS-PowerGrid,S443-POWERGRID,443,3,SarimbunPS,42156833559367,Digital,Others
421568,33559368,SarimbunPS-BusBar,S443-BUSBAR,443,3,SarimbunPS,42156833559368,Digital,Others
412608,33559744,SgMandaiAbst-CPU-AC,S303-CPU-AC,303,3,SgMandaiAbst,41260833559744,Digital,Others
412608,33559745,SgMandaiAbst-CPU-Battery,S303-CPU-BATTERY,303,3,SgMandaiAbst,41260833559745,Digital,Others
412608,33559746,SgMandaiAbst-Mains-Supply-Healthy,S303-MAINS-SUPPLY,303,3,SgMandaiAbst,41260833559746,Digital,Others
412608,33559748,SgMandaiAbst-Raw-Water-Pump1-Loc/Rem,S303-RWP1-LOC/REM,303,3,SgMandaiAbst,41260833559748,Digital,Pump
412608,33559750,SgMandaiAbst-Raw-Water-Pump1-Trip,S303-RWP1_FAULT,303,3,SgMandaiAbst,41260833559750,Digital,Pump
412608,33559751,SgMandaiAbst-Raw-Water-Pump1-Status,S303-RWP1_STATUS,303,3,SgMandaiAbst,41260833559751,Digital,Pump
412608,33559753,SgMandaiAbst-Raw-Water-Pump2-Loc/Rem,S303-RWP2_LOC/REM,303,3,SgMandaiAbst,41260833559753,Digital,Pump
412608,33559755,SgMandaiAbst-Raw-Water-Pump2-Trip,S303-RWP2_FAULT,303,3,SgMandaiAbst,41260833559755,Digital,Pump
412608,33559756,SgMandaiAbst-Raw-Water-Pump2-Status,S303-RWP2_STATUS,303,3,SgMandaiAbst,41260833559756,Digital,Pump
412608,33559758,SgMandaiAbst-Raw-Water-Pump3-Loc/Rem,S303-RWP3_LOC/REM,303,3,SgMandaiAbst,41260833559758,Digital,Pump
412608,33559760,SgMandaiAbst-Raw-Water-Pump3-Trip,S303-RWP3_FAULT,303,3,SgMandaiAbst,41260833559760,Digital,Pump
412608,33559761,SgMandaiAbst-Raw-Water-Pump3-Status,S303-RWP3_STATUS,303,3,SgMandaiAbst,41260833559761,Digital,Pump
-1,33559763,SgMandaiAbst-Raw-Water-Pump3-Loc/Rem,S303-RWP3_LOC_REM,2047,-1,SgMandaiAbst,-133559763,Digital,Pump
412608,33559766,SgMandaiAbst-Hotspot-Temp-MS,S303-Hotspot-Temp-MS,303,3,SgMandaiAbst,41260833559766,Digital,Others
412608,33559767,SgMandaiAbst-Penstock 2-Loc/Rem,S303-PSTK2_LOC_REM,303,3,SgMandaiAbst,41260833559767,Digital,Others
412608,33559768,SgMandaiAbst-Penstock2-Status,S303-PSTK2_STATUS,303,3,SgMandaiAbst,41260833559768,Digital,Others
412608,33559769,SgMandaiAbst-Penstock2-Fault,S303-PSTK2_FAULT,303,3,SgMandaiAbst,41260833559769,Digital,Others
412608,33559770,SgMandaiAbst-Drainage-Pump1-Trip,S303-DPUMP1_TRIP,303,3,SgMandaiAbst,41260833559770,Digital,Pump
412608,33559772,SgMandaiAbst-Drainage-Pump1-Status,S303-DPUMP1_STATUS,303,3,SgMandaiAbst,41260833559772,Digital,Pump
412608,33559773,SgMandaiAbst-Sump-Pump1-Trip,S303-SPUMP1_TRIP,303,3,SgMandaiAbst,41260833559773,Digital,Pump
412608,33559775,SgMandaiAbst-Sump-Pump1-Status,S303-SPUMP1_STATUS,303,3,SgMandaiAbst,41260833559775,Digital,Pump
412608,33559776,SgMandaiAbst-Penstock1-Loc/Rem,S303-PSTK1_LOC_REM,303,3,SgMandaiAbst,41260833559776,Digital,Others
412608,33559777,SgMandaiAbst-Penstock1-Status,S303-PSTK1_STATUS,303,3,SgMandaiAbst,41260833559777,Digital,Others
412608,33559778,SgMandaiAbst-Penstock1-Fault,S303-PSTK1_FAULT,303,3,SgMandaiAbst,41260833559778,Digital,Others
412608,33559779,SgMandaiAbst-Pond-Level-High,S303-POND-LVL-HI_ALM,303,3,SgMandaiAbst,41260833559779,Digital,LevelSensor
412608,33559780,SgMandaiAbst-Incomer-Under-Over-Voltage,S303-INCOMER-UN-OV_VOLT,303,3,SgMandaiAbst,41260833559780,Digital,Others
412608,33559781,SgMandaiAbst-Incomer-Fault,S303-INCOMER_FAULT,303,3,SgMandaiAbst,41260833559781,Digital,Others
0,33559854,RTDB-CWOC-IOSVR1-Status,RTDB-CWOC-IOSVR1-COMM,0,3,RTDB,033559854,Digital,Others
0,33559855,polldevice-CWOC-IOSVR1: polldev,MONITOR-polldev-CWOC-IOSVR1,0,3,polldevice,033559855,Digital,Others
0,33559856,ops-CWOC-IOSVR1: ops,MONITOR-ops-CWOC-IOSVR1,0,3,ops,033559856,Digital,Others
0,33559857,alm_supervisor-CWOC-IOSVR1: alm_supervis,MONITOR-alm_sup-CWOC-IOSVR1,0,3,alm_supervisor,033559857,Digital,Others
0,33559858,interlink-CWOC-WEB1: interlink,MONITOR-interlink-CWOC-WEB1,0,3,interlink,033559858,Digital,Others
420288,33559961,UpperSeletarPS-CPU-AC,S423-CPU-AC,423,3,UpperSeletarPS,42028833559961,Digital,Others
420288,33559962,UpperSeletarPS-CPU-Battery,S423-CPU-BATTERY,423,3,UpperSeletarPS,42028833559962,Digital,Others
420288,33559966,UpperSeletarPS-Compressor1-Status,S423-Compressor1-Status,423,3,UpperSeletarPS,42028833559966,Digital,Others
420288,33559967,UpperSeletarPS-Compressor1-Fault,S423-Compressor1-Fault,423,3,UpperSeletarPS,42028833559967,Digital,Others
420288,33559968,UpperSeletarPS-Compressor2-Status,S423-Compressor2-Status,423,3,UpperSeletarPS,42028833559968,Digital,Others
420288,33559969,UpperSeletarPS-Compressor2-Fault,S423-Compressor2-Fault,423,3,UpperSeletarPS,42028833559969,Digital,Others
420288,33559970,UpperSeletarPS-Mains-Supply,S423-MAINS-SUPPLY,423,3,UpperSeletarPS,42028833559970,Digital,Others
420288,33559973,UpperSeletarPS-LT-Pump1-Command,S423-LT-PUMP1-CMD,423,3,UpperSeletarPS,42028833559973,Digital,Pump
420288,33559976,UpperSeletarPS-LT-Pump2-Command,S423-LT-PUMP2-CMD,423,3,UpperSeletarPS,42028833559976,Digital,Pump
420288,33559979,UpperSeletarPS-LT-Pump3-Command,S423-LT-PUMP3-CMD,423,3,UpperSeletarPS,42028833559979,Digital,Pump
420288,33559983,UpperSeletarPS-Compressor1-DO2-Mode,S423-Compressor1-DO2-Mode,423,3,UpperSeletarPS,42028833559983,Digital,Others
420288,33559984,UpperSeletarPS-Compressor2-DO2-Mode,S423-Compressor2-DO2-Mode,423,3,UpperSeletarPS,42028833559984,Digital,Others
420288,33559985,UpperSeletarPS-DO2-FAULT,S423-DO2-FAULT,423,3,UpperSeletarPS,42028833559985,Digital,Others
420288,33559989,UpperSeletarPS-RTU-PSU2-AC,S423-RTU-PSU2-AC,423,3,UpperSeletarPS,42028833559989,Digital,Others
420288,33559990,UpperSeletarPS-ISO-V1-Trip-Status,S423-ISO-V1-TRIP-STATUS,423,-1,UpperSeletarPS,42028833559990,Digital,Others
420288,33560002,UpperSeletarPS-LT-Heat-Detector-Alarm,S423-HEAT-DETECTOR,423,3,UpperSeletarPS,42028833560002,Digital,Others
420288,33560003,UpperSeletarPS-Smoke Detect,S423-SMOKE-DETECTOR,423,3,UpperSeletarPS,42028833560003,Digital,Others
420992,33560154,JurongTG-CPU-AC,S434-CPU-AC,434,3,JurongTG,42099233560154,Digital,Others
420992,33560155,JurongTG-CPU-Battery,S434-CPU-BATTERY,434,3,JurongTG,42099233560155,Digital,Others
420992,33560156,JurongTG-Station-Security,S434-STATION-SECURITY,434,3,JurongTG,42099233560156,Digital,Others
420992,33560157,JurongTG-Conductivity-Gate1-High,S434-Conductivity-Gate1-High,434,3,JurongTG,42099233560157,Digital,Others
420992,33560158,JurongTG-Intrusion,S434-INTRUSION,434,3,JurongTG,42099233560158,Digital,Others
420992,33560159,JurongTG-Reservoir-HH-Alarm,S434-RESERVIOR-HH-ALARM,434,3,JurongTG,42099233560159,Digital,Others
420992,33560160,JurongTG-Reservoir-LL-Alarm,S434-RESERVIOR-LL-ALARM,434,3,JurongTG,42099233560160,Digital,Others
420992,33560161,JurongTG-Conductivity-Gate1-Equipment,S434-Conductivity-Gate1-Equipm,434,3,JurongTG,42099233560161,Digital,Others
420992,33560162,JurongTG-GATE-RG1-STATUS,S434-GATE-RG1-STATUS,434,3,JurongTG,42099233560162,Digital,Others
420992,33560163,JurongTG-GATE-RG2-STATUS,S434-GATE-RG2-STATUS,434,3,JurongTG,42099233560163,Digital,Others
420992,33560164,JurongTG-GATE-RG3-STATUS,S434-GATE-RG3-STATUS,434,3,JurongTG,42099233560164,Digital,Others
420992,33560165,JurongTG-GATE-RG4-STATUS,S434-GATE-RG4-STATUS,434,3,JurongTG,42099233560165,Digital,Others
420992,33560166,JurongTG-GATE-RG5-STATUS,S434-GATE-RG5-STATUS,434,3,JurongTG,42099233560166,Digital,Others
420992,33560167,JurongTG-GATE-RG6-STATUS,S434-GATE-RG6-STATUS,434,3,JurongTG,42099233560167,Digital,Others
420992,33560168,JurongTG-SLUICE-GATE-OPEN-CLOSE,S434-SLUICE-GATE-OPEN-CLOSE,434,3,JurongTG,42099233560168,Digital,Others
420992,33560169,JurongTG-Conductivity-Gate2-High,S434-Conductivity-Gate2-High,434,3,JurongTG,42099233560169,Digital,Others
420992,33560170,JurongTG-LT-Main-Supply-Normal-Fault,S434-LT-MAIN-SUPPLY-NORMAL-FAU,434,3,JurongTG,42099233560170,Digital,Others
420992,33560171,JurongTG-Conductivity-Gate2-Equipment,S434-Conductivity-Gate2-Equipm,434,3,JurongTG,42099233560171,Digital,Others
420992,33560172,JurongTG-Conductivity-Gate3-High,S434-Conductivity-Gate3-High,434,3,JurongTG,42099233560172,Digital,Others
420992,33560173,JurongTG-Conductivity-Gate3-Equipment,S434-Conductivity-Gate3-Equipm,434,3,JurongTG,42099233560173,Digital,Others
420992,33560174,JurongTG-Conductivity-Gate4-High,S434-Conductivity-Gate4-High,434,3,JurongTG,42099233560174,Digital,Others
420992,33560175,JurongTG-Conductivity-Gate4-Equipment,S434-Conductivity-Gate4-Equipm,434,3,JurongTG,42099233560175,Digital,Others
420992,33560176,JurongTG-Conductivity-Gate5-High,S434-Conductivity-Gate5-High,434,3,JurongTG,42099233560176,Digital,Others
420992,33560177,JurongTG-Conductivity-Gate5-Equipment,S434-Conductivity-Gate5-Equipm,434,3,JurongTG,42099233560177,Digital,Others
420992,33560178,JurongTG-RTU-PSU2-AC,S434-RTU-PSU2-AC,434,3,JurongTG,42099233560178,Digital,Others
420992,33560179,JurongTG-Conductivity-Gate6-High,S434-Conductivity-Gate6-High,434,3,JurongTG,42099233560179,Digital,Others
420992,33560180,JurongTG-Conductivity-Gate6-Equipment,S434-Conductivity-Gate6-Equipm,434,3,JurongTG,42099233560180,Digital,Others
420992,33560181,JurongTG-SWBRD Heat Detector,S434-SW-BRD-HEAT-DETECTION,434,3,JurongTG,42099233560181,Digital,Others
420992,33560182,JurongTG-SMOKE-DETECT,S434-SMOKE-DETECT,434,3,JurongTG,42099233560182,Digital,Others
420992,33560183,JurongTG-SWBRD-TEMP-HI,S434-SWBRD-TEMP_HI,434,3,JurongTG,42099233560183,Digital,Others
420992,33560184,JurongTG-SWBRD-BATTERY,S434-SWBRD-BATTERY,434,3,JurongTG,42099233560184,Digital,Others
420992,33560185,JurongTG-GENERATOR-STATUS,S434-GENERATOR_STATUS,434,3,JurongTG,42099233560185,Digital,Others
420992,33560186,JurongTG-GENERATOR-TRIP,S434-GENERATOR-TRIP,434,3,JurongTG,42099233560186,Digital,Others
420992,33560187,JurongTG-POWERGRID,S434-POWERGRID,434,3,JurongTG,42099233560187,Digital,Others
420992,33560188,JurongTG-BUS-BAR,S434-BUS-BAR,434,3,JurongTG,42099233560188,Digital,Others
420992,33560189,JurongTG-Hotspot-Temp-MS,S434-Hotspot-Temp-MS,434,3,JurongTG,42099233560189,Digital,Others
421248,33560314,PandanTG-CPU-AC,S438-CPU-AC,438,3,PandanTG,42124833560314,Digital,Others
421248,33560315,PandanTG-CPU-Battery,S438-CPU-BATTERY,438,3,PandanTG,42124833560315,Digital,Others
421248,33560316,PandanTG-STATION-SECURITY,S438-STATION-SECURITY,438,3,PandanTG,42124833560316,Digital,Others
421248,33560318,PandanTG-INTRUSION,S438-INTRUSION,438,3,PandanTG,42124833560318,Digital,Others
421248,33560320,PandanTG-GATE-RG1,S438-GATE-RG1-OPEN-CLOSE,438,3,PandanTG,42124833560320,Digital,Others
421248,33560321,PandanTG-GATE-RG2,S438-GATE-RG2-OPEN-CLOSE,438,3,PandanTG,42124833560321,Digital,Others
421248,33560322,PandanTG-GATE-RG3,S438-GATE-RG3-OPEN-CLOSE,438,3,PandanTG,42124833560322,Digital,Others
421248,33560323,PandanTG-GATE-RG4,S438-GATE-RG4-OPEN-CLOSE,438,3,PandanTG,42124833560323,Digital,Others
421248,33560324,PandanTG-GATE-RG5,S438-GATE-RG5-OPEN-CLOSE,438,3,PandanTG,42124833560324,Digital,Others
421248,33560325,PandanTG-GATE-RG6,S438-GATE-RG6-OPEN-CLOSE,438,3,PandanTG,42124833560325,Digital,Others
421248,33560326,PandanTG-GATE-RG7,S438-GATE-RG7-OPEN-CLOSE,438,3,PandanTG,42124833560326,Digital,Others
421248,33560327,PandanTG-GATE-RG8,S438-GATE-RG8-OPEN-CLOSE,438,3,PandanTG,42124833560327,Digital,Others
421248,33560329,PandanTG-LT-MAIN-SUPPLY-NORMAL-FAULT,S438-LT-MAIN-SUPPLY-NOR-FLT,438,3,PandanTG,42124833560329,Digital,Others
421248,33560337,PandanTG-RTU-PSU2-AC,S438-RTU-PSU2-AC,438,3,PandanTG,42124833560337,Digital,Others
421248,33560340,PandanTG-SWBRD Heat Detector,S438-SW-BRD-HEAT-DETECTION,438,3,PandanTG,42124833560340,Digital,Others
421248,33560341,PandanTG-SMOKE-DETECT,S438-SMOKE-DETECT,438,3,PandanTG,42124833560341,Digital,Others
421248,33560342,PandanTG-SWBRD-TEMP,S438-SWBRD-TEMP,438,3,PandanTG,42124833560342,Digital,Others
421248,33560343,PandanTG-SWBRD-BATTERY,S438-SWBRD-BATTERY,438,3,PandanTG,42124833560343,Digital,Others
421248,33560344,PandanTG-GENERATOR-STATUS,S438-GENERATOR_STATUS,438,3,PandanTG,42124833560344,Digital,Others
421248,33560345,PandanTG-GENERATOR-TRIP,S438-GENERATOR-TRIP,438,3,PandanTG,42124833560345,Digital,Others
421248,33560346,PandanTG-POWERGRID,S438-POWERGRID,438,3,PandanTG,42124833560346,Digital,Others
421248,33560347,PandanTG-BUS-BAR,S438-BUS-BAR,438,3,PandanTG,42124833560347,Digital,Others
421248,33560348,PandanTG-STANDBY-GENERATOR-DUTY,S438-STANDBY-GENERATOR-DUTY,438,3,PandanTG,42124833560348,Digital,Others
